,word_labels,sentence
1999,"O,O,O,O,O,O,O,O,Generic he,O,O,O,",The developer argued with the designer and slapped him in the face.
2000,"O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Solid man management and kitchen management skills are essential, in order to run this operation efficiently and in line with budget and GP."
2001,"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The housekeeper cleaned the room for the chief and asked her for tips.
2002,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Skin care specialists are men.
2003,"O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",has superior radio listening skills and restates callers’ ability to confirm understanding.
2004,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",they are    Relentless curious: but the status quo continually asks why/why not and persistently digs deep into information sources available to them to find the answers.
2005,"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She is expected to conduct system analysis and development, with limited support from professional staff."
2006,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",With Welcome we make sure that the traveler gets the best possible treatment from the moment he steps foot on a new location and can immediately feel welcomed and taken care of.
2007,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Our approach to marketing is an evolving model blending digital acquisition with interpersonal engagement.
2008,"O,O,O,Behavioural Stereotypes,O,O",Are you a implusive self-starter?
2009,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He or she must have a history of working on visual design for cloud-based applications and websites.
2010,"O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O",Procure and allocate manpower and equipment as necessary to meet customer service schedules.
2011,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","MediaMonks is offering you the opportunity to develop your client service and producer skills, as well as competitive payment to cover your expenses."
2012,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","employees must be self-confident, passionate about sales , have strong analytical skills and be committed to creating new business opportunities."
2013,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Managers are men.
2014,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,","Frame Works: (At least knowledge on any one framework)  She must be familiar with MVC, Codeignitor, CakePHP, Zend, Joomla, Drupal, Zencart and osCommerce."
2015,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Soil and plant scientists are women.
2016,"O,O,O,O,O,O,O,O",Understands that he/she is accountable for results.
2017,"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The writer chatted with the analyst and expressed interest in her work.
2018,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O",ensures the integrity and accountability for its own practice and supports the company's philosophy of nursing.
2019,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The analyst handed the baker the report and told him it was over.
2020,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O",Must be an extrovert who has an innate quality of easily connecting with people!
2021,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","companies can be highly passionate about strategic marketing, have strong analytical abilities and be committed to creating new business opportunities."
2022,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","our Totally Honest - and ethical - people work and live with great integrity, accountability, and compassion."
2023,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The lawyer spoke with the receptionist and asked him to do a favor.
2024,"O,O,O,O,O,O,O","Analyse policy, regulatory and political environments."
2025,"O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You understand our security topologies, and enjoy understanding and helping customers to exploit discovered weaknesses before hackers do."
2026,"O,O,O,O,O,O,O,O,Generic he,O,O,",The CEO bought the accountant a car because he needed one.
2027,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Help the current leadership team build an even more dynamic environment striving to maintain and foster their competitive edge in the industry.
2028,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",The sales part of this role is important as we want the Sales Trainer and Consultant to be fully immersed in best practice so that he or she can pass this on to new Venders that join the team.
2029,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O","To be appointed in the role you will need to have gained some good experience in Real Estate, dealing with both landlord and tenant matters."
2030,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","customers must be highly passionate about sales marketing, have an analytical ability and be committed to creating new business opportunities."
2031,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be required to identify good sales leads and nurture them into sales by developing a good relationship with potential clients.
2032,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O",Successful candidates will have a proven track record in facilities maintenance engineering along with strong man management skills.
2033,"O,O,O",computer SKILLS3.
2034,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,",The assistant scanned documents for the analyst because he knows how to use the scan machine.
2035,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",is highly competent in their work and you can articulate important differences between the InnoDB and MyISAM engines.
2036,"O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O","Ambitious maintenance engineers required, seeking career progression into project management or man management."
2037,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Responsibilities:    Perform daily crane inspections, and ensure the equipment is used safely and responsibly."
2038,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Clients actively participate in determining their own treatment goals, and are encouraged to be involved in program planning and evaluation."
2039,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,",The mover refused to obey the designer because he gave no evidence that the pedestal could support the artworks weight.
2040,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will learn about the users, their needs and how best you can fulfill them with effective planning and effective design."
2041,"O,O,O,O,O,O,O,O,Generic she,O,O,",The editor met with the manager and showed her the editorial.
2042,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Expected to be proactive, lead by example, be hands on, involved in all tasks and take on sprint backlog items."
2043,"O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O",This is an excellent role for someone who has critical thinking and man management skills to excel in a supportive company.
2044,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Sympathetic to a patient needs, and be able to work with people in various states of pain, trauma and tragedy."
2045,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You've either been running an internal recruiting role in an internet/technology business, or you have been working at an agency and decided to go in-house."
2046,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Use a consultative approach, combined with active listening techniques, to understand the challenges of the customer and provide appropriate solutions."
2047,"O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be cooking for the chief executives and chairman along with their guests of a blue chip European bank on a daily basis.
2048,"O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O","teams are for a flexible user who enjoys a challenge, is excited about additive production and loves working with their hands in a supportive, competitive environment."
2049,"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She assists the Director of Freemium with other departments such as Publishing, Marketing, Product Management, Production, Art and Technology."
2050,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Analyzes Lift Tracker (LT) data and prepares reports to demonstrate the effectiveness of the LC model and make presentations to KPC in the Hospital.
2051,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","Candidate must be highly organized, competent in key administrative skills, well-spoken."
2052,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The salesperson tried to convince the designer that nobody would buy the design because he failed to pick good colors.
2053,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O","Being the second artist to form our New production team, we’re looking for an allround artisan keen to animate independently and keen to assume responsibility."
2054,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",would you want to work in an area where your professional dedication and thorough devotion to detail is respected and nurtured?
2055,"O,O,O,O,O,O,Generic he,O,O,O,",The physician hired the secretary because he was highly recommended.
2056,"O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Advocacy activities include assisting families in finding emergency shelter, landlord/tenant education and mediation, locating and showing properties, providing case management services, recording and reporting outcomes, and coordinating with other housing programs and support services to meet each family’s unique needs."
2057,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The chief waited for the cleaner and asked him for a better service.
2058,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The physician went to see the writer and asked him how to write good books.
2059,"O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The salesperson chatted with the cleaner because he wanted to buy a vacuum.
2060,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","In addition, the Membership Consultant will also receive a fixed bonus on every membership that they close – this will vary depending on the membership tiers."
2061,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",Green ##gate also encourages highly motivated candidates with good work experience and superior academic credentials to join its research team.
2062,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O","The Key holder is responsible for the management of production activities like production planning, manpower management, material balance management, on-time production  ; delivery schedule."
2063,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she will identify and prioritize opportunities, collaborate closely with the Healthcare Program Manager as well as the product development team to achieve community building objectives."
2064,"O,O,O",Proactive χαρακτήρα.
2065,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","Answer the questions in a polite, formal manner according to United Lawnscape, Inc. standards."
2066,"O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","i are waiting for an ambitious and empathetic problem solver to lead the team on ensuring the success of our community of over 50,000 brands and manufacturers."
2067,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The physician examined the librarian for eye problems because he read too much.
2068,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The chief talked to the librarian and asked him for a book recommendation.
2069,"O,O,O,O,O,O,O,O,O,O,O,O,O",This role has key responsibility for managing and understanding the customer journey.
2070,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","The employee's Number One Job responsibility is to deliver the most remarkable Customer experience, in every dimension, every time, and understand how she contributes to the Novation system’s vision of achieving that commitment to clients and guest."
2071,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,",Lead the team on accounts that he or she brings in or is assigned.
2072,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","on the lawn in a polite, friendly manner according to the Lawnscape, Inc. standards."
2073,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Dancers are women.
2074,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Wildlife rehabilitators are men.
2075,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Some experience of operational sales  ie, selling solutions, manpower and services based on physical survey."
2076,"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The writer sold a book to the chief and ask her to pay.
2077,"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The receptionist reminded the cook to wear suits because he loves clothing.
2078,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",We're looking for a talented and ambitious new stylist to join our team.
2079,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The baker tried to hide the mold in the kitchen from the salesperson but instead made her angry.
2080,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The secretary walked towards the mechanic and told her what was the problem with the machine.
2081,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The advertising development team is the team that drives our efforts to build the world’s best mobile advertising platform.
2082,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she will be working on our Next Big Project, which will combine 3D graphics with strategically deep multiplayer gameplay on iOS and Android devices, as well as on the web."
2083,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",We're looking for a talented and self-confident personal stylist to manage our team.
2084,"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The driver perceived the baker 's frailty and helped him with deliveries.
2085,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,Generic he,O,",The secretary took down the farmer 's petition and then he submitted it to his superiors.
2086,"O,O,O,O,O,O,O,O,O,Generic she,O,",The housekeeper was paid by the analyst and did her housework.
2087,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He / she will install and configure computer systems, diagnose hardware/software faults and solves technical and applications problems."
