data,label,is_biased
our government needs people to be as independent as possible while supporting independence and supporting social integration.,"[[37, 49, 'Behavioural Stereotypes'], [67, 78, 'Behavioural Stereotypes'], [95, 106, 'Behavioural Stereotypes'], [78, 91, 'Behavioural Stereotypes']]",augmented
its philosophy encourages students to be as educated as possible while supporting independence and encouraging social integration.,"[[71, 82, 'Behavioural Stereotypes'], [82, 95, 'Behavioural Stereotypes']]",augmented
"LANGUAGE SKILLS  : to communicate effectively and politely with all potential customers, and .","[[50, 59, 'Behavioural Stereotypes']]",augmented
"leadership :  Ability to communicate effectively and politely with co-workers, business customers, and owners.","[[53, 62, 'Behavioural Stereotypes']]",augmented
"LANGUAGE SKILLS  Ability to speak effectively and politely with co-workers, managers, customers, and owners.","[[50, 59, 'Behavioural Stereotypes']]",augmented
"Must have the interpersonal skills needed to work effectively with the Principle Investigators, case Coordinator, and CRO.","[[14, 28, 'Behavioural Stereotypes'], [71, 81, 'Behavioural Stereotypes']]",augmented
"students have the interpersonal skills necessary to communicate effectively with the Principle Investigators, case Coordinator, and CRO.","[[18, 32, 'Behavioural Stereotypes'], [85, 95, 'Behavioural Stereotypes']]",augmented
"students have the interpersonal knowledge needed to interact successfully with the Principle Investigators, Study Coordinator, and CRO.","[[18, 32, 'Behavioural Stereotypes'], [83, 93, 'Behavioural Stereotypes']]",augmented
"Must have the interpersonal knowledge needed to communicate , with the Principle ##d Study Coordinator, and .","[[14, 28, 'Behavioural Stereotypes'], [71, 81, 'Behavioural Stereotypes']]",augmented
"members have the interpersonal skills required to interact effectively with the principal Investigators, Study Coordinator, and CRO.","[[17, 31, 'Behavioural Stereotypes']]",augmented
"participants have the technical knowledge needed to communicate successfully with the Principle Investigators, Study Coordinator, and |","[[86, 96, 'Behavioural Stereotypes']]",augmented
the ability to communicate compassionately with a diverse audience is .,"[[27, 43, 'Behavioural Stereotypes']]",augmented
an effort to work compassionately with a diverse audience is essential.,"[[18, 34, 'Behavioural Stereotypes']]",augmented
The ability to communicate compassionately with a diverse population is essential.,"[[27, 43, 'Behavioural Stereotypes']]",augmented
"Responds courteously, cheerfully and politely to all requests for advice and guidance on human resources ;","[[22, 33, 'Behavioural Stereotypes'], [0, 9, 'Behavioural Stereotypes']]",augmented
"Responds courteously, effectively and efficiently to all requests for information and advice on human resources matters.","[[0, 9, 'Behavioural Stereotypes']]",augmented
speak both cheerfully and appropriately to callers’ call for information and guidance on natural resources matters.,"[[11, 22, 'Behavioural Stereotypes']]",augmented
"Responds courteously, effectively and efficiently to callers’ call for information and information on human resources matters.","[[0, 9, 'Behavioural Stereotypes']]",augmented
responds both cheerfully and appropriately to callers’ requests for assistance and guidance on human resources matters.,"[[14, 25, 'Behavioural Stereotypes']]",augmented
Responds more efficiently and efficiently to callers’ asks for information and guidance on human resources matters.,"[[0, 9, 'Behavioural Stereotypes']]",augmented
"You have extensive management experience, an analytical/data-driven approach as well as a positive and self driven attitude.","[[45, 55, 'Behavioural Stereotypes'], [56, 68, 'Behavioural Stereotypes'], [103, 114, 'Behavioural Stereotypes']]",augmented
"they have project management and an independent mindset, as well as a pro-active and self driven attitude.","[[70, 80, 'Behavioural Stereotypes'], [85, 96, 'Behavioural Stereotypes']]",augmented
"students have project management experience, an analytical/data-driven mindset, as well as a pro-active and self centered attitude.","[[48, 58, 'Behavioural Stereotypes'], [59, 71, 'Behavioural Stereotypes'], [93, 103, 'Behavioural Stereotypes']]",augmented
"students have extensive management experience, an independent mindset, as well as a pro-active and self driven attitude.","[[84, 94, 'Behavioural Stereotypes'], [99, 110, 'Behavioural Stereotypes']]",augmented
"they have extensive manager experience, an analytical/data-driven mindset, as well as a confident and self driven attitude.","[[43, 53, 'Behavioural Stereotypes'], [54, 66, 'Behavioural Stereotypes'], [102, 113, 'Behavioural Stereotypes']]",augmented
"You have good management experience, an intelligent personality as well as a confident and self driven attitude.","[[91, 102, 'Behavioural Stereotypes']]",augmented
"they have extensive research experience, an analytical/data-driven mindset, as well as a pro-active and self confident attitude.","[[44, 54, 'Behavioural Stereotypes'], [55, 67, 'Behavioural Stereotypes'], [89, 99, 'Behavioural Stereotypes']]",augmented
"they have a practical experience, an analytical/data-driven attitude as well as a pro-active and self driven attitude.","[[37, 47, 'Behavioural Stereotypes'], [48, 60, 'Behavioural Stereotypes'], [82, 92, 'Behavioural Stereotypes'], [97, 108, 'Behavioural Stereotypes']]",augmented
"You have excellent field experience, an analytical/data-driven perspective as well as a pro-active and self driven attitude.","[[40, 50, 'Behavioural Stereotypes'], [51, 63, 'Behavioural Stereotypes'], [88, 98, 'Behavioural Stereotypes'], [103, 114, 'Behavioural Stereotypes']]",augmented
"members have project leader experience, an analytical/data-driven perspective as well as a pro-active and self driven attitude.","[[43, 53, 'Behavioural Stereotypes'], [54, 66, 'Behavioural Stereotypes'], [91, 101, 'Behavioural Stereotypes'], [106, 117, 'Behavioural Stereotypes']]",augmented
"members have good management experience, an analytical/data-driven perspective as well as a pro-active and self driven attitude.","[[44, 54, 'Behavioural Stereotypes'], [55, 67, 'Behavioural Stereotypes'], [92, 102, 'Behavioural Stereotypes'], [107, 118, 'Behavioural Stereotypes']]",augmented
"You have experience management with an analytical/data-driven mindset, as well as a strong and self driven attitude.","[[39, 49, 'Behavioural Stereotypes'], [50, 62, 'Behavioural Stereotypes'], [95, 106, 'Behavioural Stereotypes']]",augmented
what we are here for * a passion to honestly help families.,"[[36, 45, 'Behavioural Stereotypes']]",augmented
all we are here for: * A passion to honestly help families.,"[[36, 45, 'Behavioural Stereotypes']]",augmented
and we are looking into * our passion to honestly help families.,"[[41, 50, 'Behavioural Stereotypes']]",augmented
COMPETETIVE in NATURE?,"[[0, 12, 'Behavioural Stereotypes']]",augmented
COMPETETIVE BY ;,"[[0, 12, 'Behavioural Stereotypes']]",augmented
COMPETETIVE of NATURE?,"[[0, 12, 'Behavioural Stereotypes']]",augmented
"Sympathetic to a patient's needs and be able to deal with patients in various states of pain, suffering and tragedy.","[[0, 12, 'Behavioural Stereotypes']]",augmented
"Sympathetic to a person ; and be prepared to deal with people in various states of pain, trauma and tragedy.","[[0, 12, 'Behavioural Stereotypes']]",augmented
"Sympathetic to a specific needs, and be able to connect with people in various types of severe trauma and tragedy.","[[0, 12, 'Behavioural Stereotypes']]",augmented
"This process takes a mixture of marketing , analyical brains and social skills to bring a new partner to life quickly.","[[44, 60, 'Behavioural Stereotypes']]",augmented
"this strategy requires a lot of marketing creativity, analyical brains and pure hustle to bring a new partner to life quickly.","[[54, 70, 'Behavioural Stereotypes']]",augmented
This position takes a mix of raw or analyical brains and pure hustle to bring a new look to it quickly.,"[[36, 52, 'Behavioural Stereotypes']]",augmented
We're looking for a hyperactive marketer but one that just likes to have fun and share a .,"[[20, 32, 'Behavioural Stereotypes']]",augmented
We're looking for a hyperactive girl but someone that really likes to have fun and share a smile!,"[[20, 32, 'Behavioural Stereotypes']]",augmented
maybe working for a hyperactive marketer but someone that also likes to have fun and keep a smile!,"[[20, 32, 'Behavioural Stereotypes']]",augmented
being clever and opinionated should be some of the adjectives used to describe your own personality.,"[[17, 29, 'Behavioural Stereotypes']]",augmented
"Resourceful, thoughtful and opinionated should be some of the adjectives used to make your unique ;","[[28, 40, 'Behavioural Stereotypes']]",augmented
the clever and opinionated should be some of the adjectives used to express your unique personality.,"[[15, 27, 'Behavioural Stereotypes']]",augmented
We're looking for a talented and stubborn new stylist to join our team.,"[[33, 42, 'Behavioural Stereotypes']]",True
We're looking for a talented and self-confident new stylist to join our team.,"[[33, 47, 'Behavioural Stereotypes']]",True
